FG_PCT_ONE,FG3_PCT_ONE,FT_PCT_ONE,OREB_ONE,DREB_ONE,REB_ONE,AST_ONE,STL_ONE,BLK_ONE,TOV_ONE,PF_ONE,EFG%_ONE,TS%_ONE,GAME_DATE,SEASON_YEAR,TEAM_ID_ONE,HOME_ONE,WIN_ONE,ELO_ONE,WIN_STREAK_ONE,WIN_PERCENTAGE_ONE,WIN_LAST_ONE,FG_PCT_TWO,FG3_PCT_TWO,FT_PCT_TWO,OREB_TWO,DREB_TWO,REB_TWO,AST_TWO,STL_TWO,BLK_TWO,TOV_TWO,PF_TWO,EFG%_TWO,TS%_TWO,TEAM_ID_TWO,ELO_TWO,WIN_STREAK_TWO,WIN_PERCENTAGE_TWO,WIN_LAST_TWO
0.48767588,0.39879784,0.79544604,11.378168,33.77982,46.35503,28.18382,7.822847,3.0347633,12.324845,17.832428,0.73615026,0.60346526,2025-04-20,2024,2,1,0.0,1754.3196066321827,0,0.5070202808112324,1.0,0.43945715,0.3811585,0.8002196,9.091353,33.878113,42.25826,25.899366,7.772619,3.2038639,12.613892,16.321125,0.6893152,0.5530883,11,1505.9777929581323,0,0.5249494268374916,0.0
0.44358066,0.37526837,0.78137255,11.44245,31.87823,39.430206,23.7725,9.185029,5.848364,13.801942,16.241762,0.6806578,0.5790813,2025-04-20,2024,1,1,0.0,1733.2188919707676,2,0.5621301775147929,0.0,0.4480025,0.32311115,0.6916534,10.081366,29.886528,41.823364,23.318125,8.159341,4.3692355,12.587563,17.03901,0.63713264,0.49441835,16,1533.6070276535838,0,0.47001733102253035,1.0
0.46677667,0.38128752,0.8192831,10.978704,30.620882,44.653988,27.831165,6.5913873,4.387495,12.563939,18.214222,0.69009036,0.56983346,2025-04-19,2024,15,1,0.0,1608.5572397493145,1,0.47941359950093576,0.0,0.47248414,0.38653454,0.74566376,9.825516,31.245714,41.660564,28.810184,6.727702,4.3283057,14.138433,20.181992,0.6449387,0.59312063,28,1568.7632122148432,0,0.49719276356830944,1.0
0.44982773,0.31653893,0.8059852,10.272659,34.56232,46.13233,26.517574,8.529943,5.2736816,13.000559,20.9384,0.6541769,0.5669936,2025-04-19,2024,17,1,0.0,1597.471425013355,1,0.5264797507788161,0.0,0.46660522,0.36442438,0.72354656,8.260201,35.1266,44.341312,25.041756,6.096231,4.5677776,12.351084,18.027857,0.6975238,0.57989824,12,1591.170136912833,8,0.49595267745952676,1.0
0.47689328,0.3721242,0.76909864,10.523104,36.379787,46.87925,26.432852,10.1298,4.3218875,11.541647,19.412382,0.6963463,0.5815224,2025-04-20,2024,23,1,0.0,1824.646381658014,4,0.5646216132046091,1.0,0.46252453,0.3258711,0.7803479,12.222924,32.540623,45.824207,25.646442,8.198507,5.683778,15.443637,20.630053,0.6380397,0.5342439,26,1547.764412853845,1,0.43710823234433765,0.0
0.45676887,0.3654377,0.76282936,18.300608,34.941788,51.142605,25.871902,7.52569,4.2604647,16.319109,20.018402,0.6811227,0.5700207,2025-04-20,2024,8,1,0.0,1632.3600552515877,0,0.5543444409841171,1.0,0.46549466,0.3687263,0.77376366,11.543883,32.08696,44.509377,28.086058,10.084004,4.505524,14.226802,18.90832,0.68678635,0.54512274,7,1658.9515146912092,0,0.48549141965678627,0.0
0.4680364,0.3341561,0.7491128,10.261513,33.77295,45.51071,25.743605,8.204635,4.2020273,13.490305,17.859016,0.65292245,0.58694094,2025-04-19,2024,10,1,0.0,1603.5641861533152,0,0.5889131111803176,1.0,0.45887163,0.36781228,0.79862,11.54577,34.15779,47.948753,25.875822,6.5940247,4.7195215,13.053551,19.886652,0.6736221,0.5690844,13,1674.2682953932615,3,0.41585535465924894,0.0
0.51059437,0.34046212,0.76043,11.299873,31.78101,44.715057,28.067915,6.485425,2.503731,14.497951,17.73528,0.6469097,0.57150877,2025-04-19,2024,6,1,0.0,1588.8240283004848,3,0.5014005602240896,1.0,0.49039015,0.3903739,0.820801,8.765119,31.627962,38.45176,23.091162,9.290624,4.049568,12.484603,17.784319,0.704767,0.5991029,9,1662.197915619149,8,0.44115815691158156,0.0
